technical_director	is_similar_to	technical_and_operations_director
technical_director	is_similar_to	head_of_technical
technical_director	is_similar_to	director_of_technical_arts
technical_director	is_similar_to	head_of_technical_department
technical_director	is_similar_to	technical_supervisor
technical_director	is_similar_to	technical_manager
metal_drawing_machine_operator	is_similar_to	metal_drawing_machine_technician
metal_drawing_machine_operator	is_similar_to	metal_drawing_machine_operative
metal_drawing_machine_operator	is_similar_to	wire_drawer
metal_drawing_machine_operator	is_similar_to	draw_machine_operative
metal_drawing_machine_operator	is_similar_to	forming_machine_technician
metal_drawing_machine_operator	is_similar_to	draw_machine_operator
metal_drawing_machine_operator	is_similar_to	wiredrawing_setter
metal_drawing_machine_operator	is_similar_to	wirer_drawer_machine_operator
metal_drawing_machine_operator	is_similar_to	forming_machine_operative
metal_drawing_machine_operator	is_similar_to	draw_machine_technician
metal_drawing_machine_operator	is_similar_to	wiredrawing__machine_tender
precision_device_inspector	is_similar_to	inspector_of_precision_instruments
precision_device_inspector	is_similar_to	precision_device_quality_control_supervisor
precision_device_inspector	is_similar_to	precision_instrument_QC_inspector
precision_device_inspector	is_similar_to	precision_instrument_quality_control_inspector
precision_device_inspector	is_similar_to	precision_device_QC_inspector
precision_device_inspector	is_similar_to	precision_device_quality_assurance_supervisor
precision_device_inspector	is_similar_to	precision_device_quality_control_inspector
precision_device_inspector	is_similar_to	inspector_of_precision_devices
precision_device_inspector	is_similar_to	precision_instrument_inspector
precision_device_inspector	is_similar_to	precision_instrument_supervisor
air_traffic_safety_technician	is_similar_to	air_traffic_safety_electronics_hardware_specialist
air_traffic_safety_technician	is_similar_to	air_traffic_safety_software_specialist
air_traffic_safety_technician	is_similar_to	air_traffic_safety_engineer
air_traffic_safety_technician	is_similar_to	air_traffic_safety_hardware_specialist
air_traffic_safety_technician	is_similar_to	air_traffic_safety_electronics_software_specialist
air_traffic_safety_technician	is_similar_to	air_traffic_safety_electronics_engineer
air_traffic_safety_technician	is_similar_to	air_traffic_safety_electronics_technician
hospitality_revenue_manager	is_similar_to	hospitality_revenues_manager
hospitality_revenue_manager	is_similar_to	yield_manager
hospitality_revenue_manager	is_similar_to	hospitality_yields_manager
hospitality_revenue_manager	is_similar_to	revenue_manager
medical_laboratory_assistant	is_similar_to	medical_laboratory_research_assistant
medical_laboratory_assistant	is_similar_to	biomedical_laboratory_assistant
medical_laboratory_assistant	is_similar_to	clinical_research_assistant
medical_laboratory_assistant	is_similar_to	assistant_in_medical_laboratory
medical_laboratory_assistant	is_similar_to	biomedical_laboratory_research_assistant
medical_laboratory_assistant	is_similar_to	assistant_clinical_researcher
medical_laboratory_assistant	is_similar_to	medical_lab_assistant
medical_laboratory_assistant	is_similar_to	assistant_in_biomedical_laboratory
asphalt_laboratory_technician	is_similar_to	road_surface_laboratory_technician
asphalt_laboratory_technician	is_similar_to	asphalt_production_technician
asphalt_laboratory_technician	is_similar_to	road_surface_technician
asphalt_laboratory_technician	is_similar_to	technical_supervisor_asphalt_production
asphalt_laboratory_technician	is_similar_to	bitumen_technician
asphalt_laboratory_technician	is_similar_to	bitumen_production_technician
asphalt_laboratory_technician	is_similar_to	aggregates_and_asphalt_laboratory_technician
asphalt_laboratory_technician	is_similar_to	aggregates_and_bitumen_laboratory_technician
asphalt_laboratory_technician	is_similar_to	site_technician_asphalt
asphalt_laboratory_technician	is_similar_to	site_technician
asphalt_laboratory_technician	is_similar_to	asphalt_technician
asphalt_laboratory_technician	is_similar_to	asphalt_production_technical_supervisor
asphalt_laboratory_technician	is_similar_to	materials_technician
asphalt_laboratory_technician	is_similar_to	laboratory_technician_asphalt
primary_school_teaching_assistant	is_similar_to	primary_school_teaching_aide
primary_school_teaching_assistant	is_similar_to	teaching_assistant_in_primary_schools
primary_school_teaching_assistant	is_similar_to	primary_education_teaching_assistant
primary_school_teaching_assistant	is_similar_to	primary_school_assistant
primary_school_teaching_assistant	is_similar_to	primary_school_paraprofessional
primary_school_teaching_assistant	is_similar_to	primary_school_instructional_assistant
primary_school_teaching_assistant	is_similar_to	primary_school_TA
physiotherapist	is_similar_to	business_physiotherapist
physiotherapist	is_similar_to	hydrotherapist
physiotherapist	is_similar_to	occupational_physiotherapist
physiotherapist	is_similar_to	osteopath
physiotherapist	is_similar_to	occupational_therapist
physiotherapist	is_similar_to	bobath_physiotherapist
physiotherapist	is_similar_to	health_and_well-being_therapist
physiotherapist	is_similar_to	chiropractic_therapist
physiotherapist	is_similar_to	sports_physiotherapist
physiotherapist	is_similar_to	respiratory_therapist
physiotherapist	is_similar_to	eurythmy_therapist
physiotherapist	is_similar_to	health_promotion_worker
physiotherapist	is_similar_to	remedial_physiotherapist
physiotherapist	is_similar_to	physiotherapist_manager
physiotherapist	is_similar_to	manipulative_physiotherapist
physiotherapist	is_similar_to	neuromuscular_physiotherapist
physiotherapist	is_similar_to	respiratory_physiotherapist
physiotherapist	is_similar_to	neurological_physiotherapist
physiotherapist	is_similar_to	physical_therapist
physiotherapist	is_similar_to	rehabilitation_therapist
physiotherapist	is_similar_to	masseuse
physiotherapist	is_similar_to	chiropractor
physiotherapist	is_similar_to	neuromusculoskeletal_physiotherapist
physiotherapist	is_similar_to	cardiovascular_physiotherapist
physiotherapist	is_similar_to	neurodevelopmental_physiotherapist
performing_arts_theatre_instructor	is_similar_to	acting_school_teacher
performing_arts_theatre_instructor	is_similar_to	conservatory_theatre_instructor
